School Name,Student Size,Endowment,In-State Tuition,Median Salary (1 Year After Graduation),Completion Rate,Overall Admission Rate,Carnegie Classification (Undergraduate),Carnegie Size Setting,Average SAT Score,School Locale,Student-Faculty Ratio,Percent Male Enrollment,Percent Female Enrollment,Asian Enrollment,Black Enrollment,White Enrollment,Hispanic Enrollment,Native American Enrollment,Native Hawaiian Enrollment,Diversity Index,Gender Shannon Index
Moravian University,1864,132816548,50500,49444,0.7074,0.6702,10,11,1149,13,10,0.3879,0.6121,0.0258,0.0477,0.6985,0.1518,0.0027,0.0011,0.48610508,0.963430964
Mount Aloysius College,1097,57610348,25510,45939,0.5393,0.8595,11,7,1030,31,11,0.2799,0.7201,0.0109,0.0283,0.763,0.01,0.0055,0,0.41678105,0.855314518
Muhlenberg College,1933,308333749,58205,33389,0.8285,0.6551,14,11,1332,12,8,0.3932,0.6068,0.0341,0.0429,0.7196,0.1123,0,0.001,0.46656033,0.966833602
University of Pennsylvania,10572,20724351000,63452,86069,0.9665,0.065,14,17,1546,11,8,0.45,0.55,0.267,0.0813,0.3241,0.1036,0.001,0.0001,0.80632653,0.992774454
University of Pittsburgh-Bradford,1051,302917,14620,49721,0.4514,0.9355,10,11,1071,33,13,0.4596,0.5404,0.0428,0.1389,0.6603,0.0561,0.0038,0.001,0.53971621,0.995285444
University of Pittsburgh-Greensburg,1323,7453938,14630,49721,0.3786,0.976,13,10,1158,21,16,0.418,0.582,0.0423,0.0726,0.7611,0.0499,0,0.0008,0.41117609,0.980510718
University of Pittsburgh-Johnstown,2039,60668421,14646,49721,0.5658,0.9741,12,11,1153,23,15,0.5665,0.4335,0.0289,0.0481,0.7538,0.052,0.001,0.0005,0.42593149,0.987202197
University of Pittsburgh-Pittsburgh Campus,19954,5486954582,21080,49721,0.813,0.4914,14,16,1380,11,13,0.4264,0.5736,0.1406,0.0541,0.6239,0.0685,0.0003,0.0001,0.58336127,0.984313017
Point Park University,2410,50117079,36620,30901,0.5601,0.8205,11,10,1150,11,11,0.3618,0.6382,0.0207,0.1241,0.6718,0.1004,0.0017,0.0012,0.52277097,0.944167188
Saint Francis University,1639,56612451,40520,48790,0.6747,0.7305,13,11,1142,31,15,0.3588,0.6412,0.0238,0.0598,0.8151,0.0098,0.0018,0.0018,0.33136699,0.941682589
Saint Joseph's University,4978,506442659,49610,62886,0.7643,0.8868,12,14,1242,11,10,0.451,0.549,0.1085,0.0629,0.6714,0.0904,0.001,0.0004,0.52532006,0.993061046
Saint Vincent College,1335,121348478,39903,41712,0.7183,0.7337,10,11,1152,21,11,0.5783,0.4217,0.015,0.0554,0.8112,0.0487,0,0.0015,0.33628646,0.982236968
University of Scranton,3515,275463301,50312,54132,0.8125,0.8435,12,14,1237,13,12,0.4316,0.5684,0.0356,0.0356,0.7408,0.1232,0.0011,0.0011,0.43349998,0.986458106
Seton Hill University,1615,50575847,40224,37278,0.6434,0.7834,12,11,1160,21,13,0.3449,0.6551,0.0204,0.0724,0.8037,0.0384,0.0006,0,0.34693347,0.929430664
Shippensburg University of Pennsylvania,4283,49574473,13544,43565,0.5723,0.878,10,13,1090,31,17,0.4929,0.5071,0.0152,0.1286,0.7252,0.0703,0.0012,0.0002,0.45237239,0.999854543
Slippery Rock University of Pennsylvania,6707,43838011,10507,42776,0.677,0.7433,11,13,1060,32,19,0.4446,0.5554,0.0091,0.0444,0.8418,0.0297,0.0022,0.0006,0.2884313,0.991126067
Susquehanna University,2139,192778361,55160,37531,0.7348,0.7669,12,11,1195,32,13,0.4268,0.5732,0.0168,0.0622,0.791,0.0664,0.0005,0.0009,0.3657579,0.984483681
Swarthmore College,1619,2725238000,59328,43698,0.9607,0.0693,14,11,1507,21,8,0.488,0.512,0.1767,0.0902,0.3162,0.1427,0.0043,0.0006,0.84027649,0.999584464
Thaddeus Stevens College of Technology,1310,1202694,8450,41045,0.7324,0.9109,4,2,1110,13,16,0.9061,0.0939,0.0122,0.1115,0.6832,0.1427,0.0038,0.0008,0.5002783,0.449355251
Thomas Jefferson University,3739,2487557000,44350,68709,0.7647,0.8885,13,14,1244,11,13,0.2568,0.7432,0.1519,0.1412,0.4934,0.1163,0.0013,0.0003,0.70001792,0.821879034
Ursinus College,1505,138346490,58016,36962,0.773,0.8221,14,11,1293,21,10,0.5183,0.4817,0.0346,0.0718,0.7495,0.0704,0.002,0,0.42693719,0.999033496
Villanova University,6926,1165526000,61618,76711,0.8868,0.2339,14,14,1454,21,10,0.463,0.537,0.0725,0.0573,0.6828,0.1093,0.0004,0.0009,0.51329716,0.996046288
Washington & Jefferson College,1139,137190814,50192,43047,0.7117,0.8808,10,11,1145,21,10,0.5268,0.4732,0.0167,0.0746,0.7647,0.0553,0.0026,0.0009,0.4063242,0.997926604
Waynesburg University,1066,41032204,28490,46593,0.67,0.7557,10,11,1120,32,12,0.4371,0.5629,0.0075,0.0497,0.8555,0.0366,0.0019,0.0019,0.26424663,0.988553911
West Chester University of Pennsylvania,14014,54756815,10575,50561,0.7481,0.8785,13,16,1165,21,20,0.4069,0.5931,0.0313,0.1132,0.7338,0.0723,0.0011,0.0001,0.44251512,0.974844007
Widener University,2513,114039574,51639,65589,0.6338,0.8769,12,14,1212,21,11,0.4154,0.5846,0.0426,0.1819,0.6554,0.0625,0.0016,0.0008,0.53163902,0.97924912
Wilkes University,1904,61384912,41112,59604,0.642,0.9414,13,14,1159,13,13,0.4653,0.5347,0.0236,0.0525,0.7237,0.1019,0.0005,0.0005,0.46256099,0.996522936
Wilson College,635,59400919,26200,52435,0.582,0.9405,11,8,1060,13,13,0.1984,0.8016,0.0079,0.0819,0.7717,0.0803,0.0016,0.0047,0.39123635,0.71871653
York College of Pennsylvania,3219,170974524,23328,50261,0.6397,0.9561,10,14,1122,22,13,0.4374,0.5626,0.0189,0.0646,0.7471,0.0864,0.0019,0.0009,0.42984184,0.988663122
Brown University,7222,6141243000,65146,59042,0.962,0.0506,14,14,1547,12,6,0.492,0.508,0.1907,0.0822,0.3827,0.1162,0.0037,0.0018,0.79689801,0.999815327
Bryant University,3193,208384000,49329,62350,0.821,0.6881,12,14,1256,21,13,0.6383,0.3617,0.0366,0.0404,0.7554,0.072,0.0016,0.0006,0.4212122,0.944085275
Johnson & Wales University-Providence,4135,261154935,38492,33862,0.653,0.8343,10,14,1094,12,14,0.3874,0.6126,0.0375,0.1076,0.5867,0.1574,0.0041,0,0.61800753,0.963101163
New England Institute of Technology,1720,245914672,33900,48461,0.6457,0.7448,12,9,1040,21,12,0.6128,0.3872,0.0285,0.0948,0.5744,0.1366,0.0047,0,0.6415837,0.962968817
Providence College,3959,316898374,57928,53409,0.8446,0.5278,14,14,1334,12,11,0.4592,0.5408,0.0159,0.0354,0.7701,0.0955,0.0003,0.0013,0.39631799,0.99519152
Rhode Island College,4596,37650723,10966,45172,0.561,0.8753,7,12,990,21,11,0.3111,0.6889,0.0329,0.1107,0.5098,0.2581,0.0063,0.0004,0.6601116,0.894439141
University of Rhode Island,13828,279819871,15880,49926,0.7092,0.7639,12,16,1178,21,17,0.427,0.573,0.0328,0.0484,0.7426,0.1091,0.0014,0.0003,0.43322198,0.984568658
Rhode Island School of Design,2108,381228134,57505,22778,0.9036,0.1742,14,11,1433,12,9,0.3278,0.6722,0.2263,0.0436,0.2272,0.084,0.0009,0,0.8882107,0.912662835
Roger Williams University,3971,71879296,40962,44502,0.6272,0.9099,10,14,1215,21,14,0.4991,0.5009,0.0184,0.0312,0.7446,0.0972,0.0025,0.0008,0.43480411,0.999997663
Salve Regina University,2174,77430000,46000,53383,0.7477,0.6953,12,11,1216,21,13,0.3109,0.6891,0.0129,0.0152,0.7981,0.0906,0.0005,0.0014,0.35442837,0.894209624
Charleston Southern University,2771,25844075,29990,40736,0.4353,0.8675,11,11,1072,12,12,0.363,0.637,0.0119,0.1617,0.4857,0.0585,0.0022,0.0029,0.73437151,0.945145271
Benedict College,1726,24673002,17200,26936,0.2515,0.6778,12,11,900,12,17,0.4432,0.5568,0.0041,0.7914,0.0064,0.0243,0.0127,0.0006,0.37287613,0.990670913
Southern Wesleyan University,798,7760037,27820,39048,0.5786,0.5118,9,7,1090,21,12,0.3697,0.6303,0.005,0.1692,0.6654,0.0627,0,0,0.52465791,0.950441466
College of Charleston,9667,124132298,12978,36253,0.647,0.7569,12,13,1239,12,16,0.3277,0.6723,0.0194,0.0561,0.7892,0.0716,0.0011,0.0001,0.36851201,0.912559195
Citadel Military College of South Carolina,2658,397403931,12570,49737,0.7475,0.9858,12,14,1178,12,11,0.8563,0.1437,0.0203,0.0726,0.754,0.0771,0.0015,0.0019,0.41985088,0.593847355
Clemson University,22467,994710889,15558,51401,0.835,0.4298,15,16,1341,21,16,0.4748,0.5252,0.0295,0.0541,0.7712,0.0788,0.0024,0.001,0.3952373,0.998166885
Columbia International University,775,4854142,26840,30630,0.5942,0.4822,11,11,1074,12,13,0.5058,0.4942,0.0168,0.209,0.5974,0.0206,0.0039,0,0.59871043,0.999902933
Columbia College,1136,20285178,22050,42036,0.5889,0.9812,7,7,972,12,11,0.1646,0.8354,0.0176,0.3829,0.3926,0.1039,0.0079,0.0009,0.68808464,0.645201514
Converse University,804,87045699,21410,34843,0.5636,0.5557,10,11,1143,13,9,0.2102,0.7898,0.0336,0.1381,0.5274,0.1144,0.0311,0.0037,0.68758041,0.741864859
Erskine College,817,39210574,36710,33130,0.4745,0.5325,10,8,1053,42,15,0.661,0.339,0.0147,0.246,0.5092,0.0673,0.0171,0.0024,0.67515581,0.923858558
Francis Marion University,2684,42522430,11160,37675,0.4699,0.8291,10,14,993,23,13,0.351,0.649,0.0127,0.3931,0.4747,0.0421,0.0056,0.0004,0.61816708,0.934957971
Furman University,2278,812285408,55772,35856,0.8101,0.6702,14,11,1361,21,9,0.4135,0.5865,0.0364,0.0588,0.7656,0.0601,0.0013,0.0004,0.40546038,0.978301789
Lander University,3360,21326094,11700,36764,0.4972,0.674,10,14,1076,32,16,0.3223,0.6777,0.0033,0.2387,0.6473,0.0205,0.0063,0.0065,0.52351194,0.906865108
Newberry College,1292,16880555,29100,38715,0.5365,0.7531,11,11,1001,32,14,0.5511,0.4489,0.0046,0.305,0.4094,0.0488,0.007,0.0031,0.73690543,0.99245247
Presbyterian College,877,98278529,41900,32444,0.6597,0.5939,12,11,1156,32,11,0.5017,0.4983,0.0091,0.1961,0.6431,0.0604,0,0.0034,0.54422465,0.999991661
University of South Carolina Aiken,2817,30503543,10760,41170,0.4295,0.7562,11,13,1080,21,15,0.3685,0.6315,0.0138,0.2229,0.6092,0.0738,0.0018,0.0004,0.57355067,0.949513386
University of South Carolina-Columbia,26840,666458265,12688,44890,0.7584,0.6405,15,16,1304,12,18,0.4361,0.5639,0.0426,0.0904,0.7354,0.0579,0.0014,0.0008,0.44584491,0.988186064
Coastal Carolina University,9495,44582027,11640,33664,0.5086,0.7863,13,13,1105,13,16,0.4486,0.5514,0.0098,0.1425,0.7038,0.062,0.0028,0.0015,0.48040918,0.992363431
University of South Carolina-Upstate,4046,12570749,11583,43015,0.5834,0.7858,11,12,1078,22,15,0.3334,0.6666,0.0316,0.3391,0.4614,0.0863,0.0012,0.0005,0.66367329,0.918362486
Winthrop University,3376,70252208,15866,36844,0.6249,0.6976,10,14,1106,13,12,0.3365,0.6635,0.0195,0.3252,0.5136,0.0735,0.0027,0.0012,0.62466877,0.921430001
Wofford College,1823,378836923,51530,37171,0.828,0.6018,14,11,1300,13,11,0.4772,0.5228,0.0214,0.0664,0.7992,0.0565,0.0033,0,0.3532093,0.998499539
Augustana University,1759,108384198,37342,51241,0.7075,0.6579,13,11,1191,12,12,0.3781,0.6219,0.0205,0.0301,0.7777,0.0443,0.0068,0.0006,0.39184736,0.956689051
Black Hills State University,1933,23173287,9000,40957,0.4006,0.9664,7,10,1085,32,18,0.3264,0.6736,0.0036,0.0057,0.8903,0.0326,0.0181,0.001,0.20592909,0.911205909
Dakota State University,1894,17441044,9633,48299,0.4232,0.7891,7,10,1141,32,18,0.7022,0.2978,0.0253,0.0391,0.7814,0.0544,0.0132,0.0069,0.38406393,0.878584987
Dakota Wesleyan University,632,38612630,31890,54419,0.5731,0.7477,11,8,1050,33,12,0.4968,0.5032,0.0127,0.0111,0.7911,0.0807,0.0222,0,0.36687096,0.999970453
Mount Marty University,693,30841524,31500,46428,0.5068,0.6839,11,8,1050,33,13,0.5195,0.4805,0.0058,0.0693,0.71,0.0592,0.0231,0.0058,0.48699198,0.998902552
Northern State University,1258,36271673,8845,42847,0.4681,0.7814,10,11,1087,33,16,0.4181,0.5819,0.027,0.0374,0.8021,0.0501,0.0278,0.0008,0.35122434,0.98055844
Presentation College,586,15081912,22764,57313,0.5183,0.7558,7,7,998,33,11,0.3823,0.6177,0.0188,0.1024,0.6382,0.0973,0.0256,0.0034,0.57172735,0.959650256
South Dakota School of Mines and Technology,2047,88658248,10440,71587,0.5318,0.8269,14,11,1252,13,12,0.7733,0.2267,0.0151,0.0112,0.8344,0.0542,0.0107,0,0.30037106,0.772214156
South Dakota State University,8627,215024533,9299,51160,0.5531,0.8608,12,14,1121,33,18,0.4608,0.5392,0.0122,0.0174,0.8636,0.0282,0.0083,0.0005,0.25287906,0.995561641
University of South Dakota,5265,326822004,9432,49835,0.5421,0.9946,12,13,1122,32,14,0.358,0.642,0.0116,0.0359,0.8135,0.0526,0.0175,0.0006,0.33372101,0.941010506
Austin Peay State University,7054,42838950,8431,40205,0.4545,0.9382,7,12,1089,12,14,0.4096,0.5904,0.0232,0.2162,0.5303,0.1097,0.0043,0.0026,0.65944189,0.976289955
Baptist Health Sciences University,777,75177752,13078,68494,0.573,0.4093,5,6,1120,11,7,0.0862,0.9138,0.0245,0.4402,0.4208,0.0502,0.0064,0,0.62599007,0.423657082
Belmont University,7349,369312966,39850,37296,0.7139,0.9627,12,14,1269,11,12,0.3357,0.6643,0.0286,0.0493,0.7729,0.084,0.0026,0.0011,0.39231317,0.920644341
Bethel University,2906,11860356,17482,48196,0.3467,0.8879,11,10,1021,32,17,0.5255,0.4745,0.0024,0.3118,0.5348,0.031,0.0055,0.0021,0.6157683,0.998122961
Carson-Newman University,1426,65762662,33000,42215,0.5604,0.7978,10,11,1112,23,10,0.439,0.561,0.0105,0.094,0.7328,0.054,0.007,0.0028,0.45108507,0.98923667
Christian Brothers University,1032,46210324,35520,50114,0.5629,0.8746,13,10,1150,11,9,0.4525,0.5475,0.0329,0.1899,0.2752,0.1085,0.0136,0.0019,0.87515972,0.993480011
Lipscomb University,2950,102543919,37152,45943,0.6654,0.7112,13,14,1275,11,13,0.3905,0.6095,0.041,0.0702,0.7085,0.1007,0.0071,0.0014,0.48122585,0.965121458
East Tennessee State University,9772,87795284,9674,39962,0.5567,0.8526,13,16,1114,13,16,0.389,0.611,0.018,0.0669,0.7456,0.0393,0.0008,0.0001,0.43773589,0.96415118
Fisk University,1009,31077545,23578,28698,0.4694,0.7097,12,8,1200,11,12,0.329,0.671,0.002,0.7294,0.003,0.0188,0,0,0.4676092,0.913901413
Freed-Hardeman University,1384,75524714,24300,39905,0.6229,0.9119,12,11,1147,32,13,0.4516,0.5484,0.0101,0.0347,0.875,0.0014,0.0072,0.0014,0.23301314,0.993230205
John A Gupton College,196,844371,11735,46990,0.6791,0.6087,1,1,1090,11,15,0.3878,0.6122,0.0051,0.1327,0.8214,0.0306,0,0,0.30673038,0.963365126
Johnson University,668,126645568,19274,34857,0.5692,0.6321,11,8,1084,41,10,0.4686,0.5314,0.0045,0.0434,0.8308,0.0329,0.0015,0,0.30678289,0.997153248
Lee University,2932,27776527,21730,35892,0.5622,0.7259,13,14,1174,13,12,0.3861,0.6139,0.0143,0.0426,0.8233,0.016,0.0031,0.0017,0.31988936,0.962236567
Lincoln Memorial University,1461,48282346,25180,54326,0.6052,0.7848,7,13,1060,32,8,0.2936,0.7064,0.0253,0.0575,0.77,0.0534,0.0082,0.0021,0.40023045,0.873326311
The University of Tennessee Southern,787,260323,10200,34798,0.3939,0.8026,11,8,1091,32,12,0.4142,0.5858,0.0076,0.0597,0.7535,0.0496,0.0064,0.0013,0.42611309,0.978653303
Maryville College,977,109333104,37758,32423,0.4994,0.695,12,8,1143,21,12,0.4575,0.5425,0.0092,0.0993,0.7236,0.0512,0.0051,0.001,0.46380946,0.99478197
University of Memphis,14181,255276488,10056,42466,0.542,0.946,7,15,1090,11,17,0.3936,0.6064,0.0453,0.3884,0.4019,0.0958,0.0023,0.0001,0.6763868,0.967083502
Middle Tennessee State University,16239,126863487,9232,38819,0.5087,0.7254,13,15,1120,12,16,0.4724,0.5276,0.0416,0.1514,0.6465,0.0861,0.0023,0.0009,0.54996592,0.997800908
Rhodes College,1966,394337368,52310,35257,0.8117,0.5391,14,11,1385,11,9,0.4156,0.5844,0.0717,0.0982,0.6368,0.06,0.001,0.001,0.57609963,0.97934759
The University of the South,1599,439971156,51146,34203,0.7984,0.5232,14,11,1357,42,10,0.4722,0.5278,0.0106,0.0425,0.8061,0.06,0.0019,0,0.34468057,0.997768905
Southern Adventist University,2439,57796566,23870,45366,0.6334,0.6578,10,11,1120,21,15,0.4563,0.5437,0.1312,0.0603,0.3944,0.2698,0.0012,0.0025,0.75079938,0.994482763
Tennessee Wesleyan University,906,15313778,27350,41284,0.5385,0.6074,11,10,1086,32,10,0.3841,0.6159,0.011,0.0684,0.7395,0.0486,0.0022,0.0011,0.44597218,0.960886327
The University of Tennessee-Chattanooga,9820,195118564,9848,40626,0.5245,0.8265,13,16,1147,12,16,0.4215,0.5785,0.0294,0.0968,0.7471,0.0627,0.0024,0.0006,0.42766958,0.98214573
The University of Tennessee-Knoxville,26905,1000884291,13244,44937,0.7019,0.6841,15,16,1299,12,18,0.456,0.544,0.0371,0.0452,0.7899,0.0591,0.0013,0.0004,0.36914388,0.994406653
The University of Tennessee-Martin,4629,51881379,9912,38328,0.5047,0.8844,13,13,1121,33,15,0.383,0.617,0.0078,0.1313,0.7775,0.0408,0.0019,0.0004,0.37652481,0.960133301
Tennessee Technological University,8341,85351963,9802,43112,0.5882,0.781,13,13,1190,33,18,0.5439,0.4561,0.0207,0.045,0.8109,0.0505,0.0022,0.0006,0.33743225,0.994432081
Trevecca Nazarene University,1738,41847051,28200,43262,0.4932,0.7087,12,13,1101,11,22,0.3797,0.6203,0.0207,0.1024,0.561,0.1323,0.0017,0.0029,0.65685016,0.957829866
Tusculum University,981,20293230,27208,39705,0.3842,0.8108,11,11,1044,32,16,0.5117,0.4883,0.002,0.0601,0.3486,0.0296,0.0051,0.001,0.87395886,0.999604983
Union University,1731,50616906,36880,53098,0.6213,0.5255,13,11,1281,13,8,0.3674,0.6326,0.0191,0.1369,0.6736,0.0092,0.0017,0.0006,0.52706873,0.948654804
Vanderbilt University,7144,10206067257,60348,68884,0.9337,0.0667,14,17,1546,11,7,0.4817,0.5183,0.175,0.104,0.4061,0.1102,0.0041,0.0029,0.78147253,0.999033496
Abilene Christian University,3141,680275605,40500,45274,0.6287,0.6579,12,14,1172,12,13,0.3817,0.6183,0.0194,0.0675,0.6361,0.1796,0.0054,0,0.55815886,0.959233836
Angelo State University,5314,228528638,8186,40595,0.4421,0.7914,11,13,1038,13,18,0.4275,0.5725,0.0117,0.0619,0.4462,0.4149,0.0013,0.0009,0.62479255,0.984780071
Austin College,1166,158325617,44950,28501,0.7122,0.5437,12,11,1243,13,11,0.4966,0.5034,0.1201,0.0712,0.4889,0.2607,0.0111,0.0009,0.67339483,0.999966645
Baylor University,15134,1993617000,51738,50754,0.7842,0.4588,12,16,1347,12,15,0.4046,0.5954,0.0875,0.0484,0.611,0.1598,0.0024,0.0014,0.59113643,0.973577903
Concordia University Texas,1571,26480089,35620,56981,0.4584,0.8574,11,9,1060,11,18,0.3081,0.6919,0.0617,0.1362,0.3686,0.3533,0.0025,0,0.71694957,0.890968047
Texas A & M University-Corpus Christi,7818,21275659,9748,46538,0.4462,0.8797,7,13,1090,11,18,0.3952,0.6048,0.0274,0.0359,0.3498,0.5168,0.002,0.0009,0.60851334,0.968073431
Dallas Baptist University,2674,66791021,35310,43535,0.5457,0.9137,12,14,1095,11,17,0.4144,0.5856,0.0221,0.1025,0.5445,0.1597,0.0112,0.0022,0.66689072,0.9787532
Dallas Christian College,245,365674,20580,39008,0.2453,0.5,15,8,965,21,13,0.6122,0.3878,0,0.1837,0.4,0.1959,0.0122,0.0041,0.76771185,0.963365126
University of Dallas,1446,92419000,48000,42141,0.6899,0.587,12,11,1277,11,12,0.4426,0.5574,0.0685,0.0249,0.5864,0.2656,0.0021,0,0.58027501,0.99047234
Texas A&M University-Texarkana,1758,11565632,7930,40302,0.5388,0.9148,7,9,999,41,14,0.3885,0.6115,0.0142,0.1797,0.5006,0.1837,0.0034,0.0006,0.6831483,0.96382472
Texas A & M University-Commerce,7317,34196610,10026,47428,0.5431,0.8645,7,13,1050,32,20,0.3988,0.6012,0.0227,0.185,0.4159,0.2491,0.0036,0.0015,0.73022088,0.97024431
Hardin-Simmons University,1323,200754526,31686,40226,0.5389,0.8825,10,11,1093,12,16,0.4792,0.5208,0.0121,0.1141,0.542,0.2577,0.0076,0.0015,0.62660148,0.998751305
Houston Baptist University,2814,131245434,36750,52289,0.4817,0.8448,9,10,1147,11,15,0.3696,0.6304,0.0707,0.2431,0.1912,0.3895,0.0025,0.0021,0.74762555,0.950364467
University of Houston-Clear Lake,6343,33886456,7698,50121,0.6547,0.6937,5,12,1082,21,15,0.3703,0.6297,0.072,0.0653,0.3164,0.4774,0.0014,0.0006,0.66252987,0.950902162
University of Houston-Downtown,12752,55453031,7708,47105,0.4907,0.8842,5,12,1038,11,18,0.371,0.629,0.084,0.175,0.1136,0.5756,0.001,0.0005,0.61809743,0.951436826
University of Houston,37080,1106417765,9699,48424,0.6275,0.6624,9,15,1241,11,21,0.4812,0.5188,0.2399,0.1112,0.1845,0.3718,0.0011,0.0008,0.75780521,0.998979947
Howard Payne University,721,64574047,31650,37543,0.4033,0.6229,15,8,1033,33,10,0.5423,0.4577,0.0055,0.1068,0.5118,0.2788,0.0069,0.0042,0.64882958,0.994831024
Huston-Tillotson University,991,11284536,14703,53324,0.4123,0.5194,11,10,930,11,16,0.4329,0.5671,0.0081,0.551,0.1332,0.2462,0.001,0.001,0.61797471,0.986969513
University of the Incarnate Word,4547,170836368,34400,46280,0.5451,0.942,11,12,1020,11,13,0.3565,0.6435,0.0246,0.071,0.159,0.6459,0.004,0.004,0.55185403,0.939739519
Lamar University,8075,147481501,8690,56267,0.4336,0.8373,5,13,936,12,20,0.4082,0.5918,0.0552,0.2836,0.3934,0.2284,0.0027,0.0001,0.70958658,0.975545639
Texas A & M International University,6459,93967070,7846,32423,0.543,0.4788,11,12,1006,11,19,0.379,0.621,0.0033,0.0048,0.0203,0.9192,0.0003,0,0.15462525,0.957332691
LeTourneau University,1553,25621542,34470,52275,0.5295,0.4883,8,10,1239,13,13,0.6214,0.3786,0.0212,0.0528,0.6974,0.0541,0.0103,0.0013,0.50736137,0.957047242
Lubbock Christian University,1221,31658132,26300,45494,0.5694,0.8159,11,10,1068,11,12,0.371,0.629,0.0123,0.0508,0.6339,0.2318,0.0057,0.0016,0.54167257,0.951436826
University of Mary Hardin-Baylor,3013,116690283,31950,52562,0.5324,0.9567,11,14,1100,23,17,0.3538,0.6462,0.0166,0.1394,0.533,0.2532,0.0033,0.0017,0.63207906,0.937416068
McMurry University,1092,104252941,30422,37736,0.3922,0.565,11,8,1138,12,13,0.5293,0.4707,0.0119,0.1474,0.4423,0.3471,0.0046,0.0037,0.66198908,0.997521502
University of North Texas,33023,246827932,11140,42036,0.5988,0.7913,13,15,1127,12,23,0.4581,0.5419,0.0793,0.1512,0.383,0.2831,0.0027,0.0011,0.74400696,0.994928435
The University of Texas Rio Grande Valley,26420,128687783,9538,34758,0.549,0.877,7,15,1020,12,19,0.4073,0.5927,0.0102,0.0041,0.0206,0.9373,0.0005,0.0004,0.12092309,0.975060969
Prairie View A & M University,8103,135757938,11299,41904,0.4665,0.7607,10,14,957,32,16,0.3225,0.6775,0.008,0.853,0.0123,0.0813,0.002,0.0005,0.26556177,0.907079424
Rice University,4480,7844941000,54960,71544,0.9385,0.0868,14,14,1546,11,6,0.5114,0.4886,0.2946,0.0792,0.2819,0.1547,0.0011,0.0007,0.8035368,0.999624982
Saint Edward's University,2751,125862859,50766,37814,0.6382,0.851,11,14,1165,11,14,0.381,0.619,0.0254,0.0353,0.3217,0.5162,0.0036,0.0004,0.6281423,0.95874523
University of St Thomas,2524,130278297,32484,46940,0.6403,0.9671,11,9,1171,11,14,0.4073,0.5927,0.109,0.0741,0.1997,0.5012,0.0024,0.0008,0.69154026,0.975060969
Sam Houston State University,18184,149169282,8960,41979,0.6185,0.8463,7,15,1056,32,20,0.3653,0.6347,0.0219,0.1642,0.4729,0.2701,0.0067,0.0012,0.675924,0.946994828
Southern Methodist University,7044,2022673000,61980,67114,0.8086,0.5225,14,17,1444,21,11,0.4935,0.5065,0.0832,0.0495,0.6062,0.1454,0.0028,0.0009,0.60199926,0.999878089
Southwestern Assemblies of God University,1435,13573563,17782,33834,0.4466,0.8565,11,11,1015,21,17,0.4969,0.5031,0.0118,0.1408,0.5066,0.2523,0.0286,0.0028,0.65891147,0.999972271
Southwestern University,1480,366389813,48650,35635,0.7224,0.4479,12,11,1262,13,11,0.4628,0.5372,0.0405,0.0554,0.5601,0.2682,0.0027,0.0007,0.60963956,0.99600339
Stephen F Austin State University,8961,110807202,10600,42236,0.5615,0.8951,11,16,1067,33,17,0.366,0.634,0.0119,0.1241,0.5817,0.213,0.0054,0.0004,0.60068437,0.947551199
Texas State University,33834,334120596,11135,42210,0.6211,0.877,9,15,1090,13,21,0.4015,0.5985,0.0257,0.0934,0.4016,0.4205,0.0022,0.0009,0.65250749,0.971821278
Southwestern Adventist University,659,21692471,24060,49993,0.5205,0.5362,11,7,1020,31,12,0.4112,0.5888,0.0516,0.1093,0.1927,0.4082,0.0046,0.003,0.78160026,0.977126285
Sul Ross State University,1495,23837014,7649,35977,0.3946,0.9707,7,10,972,33,12,0.4214,0.5786,0.0033,0.0669,0.1967,0.703,0.0054,0.0013,0.46258276,0.982100022
Tarleton State University,11880,83786985,7848,45879,0.5947,0.8706,7,16,1061,33,17,0.3678,0.6322,0.0098,0.0647,0.6342,0.2308,0.0057,0.0007,0.54020661,0.948967884
Texas A & M University-Kingsville,4562,125092998,9892,40866,0.5162,0.9655,11,13,1130,32,16,0.4963,0.5037,0.0064,0.0438,0.1438,0.7582,0.0013,0.0007,0.40249274,0.999960499
Texas A & M University-College Station,56792,17219500588,13239,54018,0.8354,0.6265,15,15,1281,12,18,0.5301,0.4699,0.1135,0.0229,0.5563,0.2539,0.0022,0.0004,0.61265344,0.997384226
The University of Texas at Arlington,30503,203134018,11727,64801,0.577,0.808,5,16,1112,11,24,0.3982,0.6018,0.1405,0.1504,0.2497,0.3768,0.0015,0.0009,0.7533082,0.969887919
The University of Texas at Austin,40980,5625135885,11698,51060,0.8381,0.3135,14,15,1373,11,18,0.4257,0.5743,0.244,0.0451,0.3318,0.2802,0.001,0.0005,0.74982546,0.984012086
The University of Texas at Dallas,21586,742548896,14564,52687,0.6992,0.8474,15,16,1304,12,27,0.5643,0.4357,0.4138,0.0549,0.2427,0.1783,0.001,0.0006,0.73506001,0.988037282
The University of Texas at El Paso,20123,353327003,9744,42749,0.4903,0.9992,7,15,982,11,19,0.4483,0.5517,0.0059,0.018,0.0407,0.8782,0.0017,0.0009,0.22674576,0.992273868
The University of Texas at Tyler,6568,188714671,9855,57253,0.557,0.9387,9,13,1114,12,15,0.3806,0.6194,0.0467,0.1076,0.5161,0.2602,0.0037,0.0003,0.65216432,0.958464681
